mukim,state_id,district,state,postcode,locality
,,SENGGARANG,JOHOR,83200,KAMPUNG SUNGAI KALONG
,,SENGGARANG,JOHOR,83200,KAMPUNG SUNGAI LEBAR
,,SENGGARANG,JOHOR,83200,KAMPUNG SUNGAI LURUS LAUT
,,SENGGARANG,JOHOR,83200,KAMPUNG SUNGAI LURUS
,,SENGGARANG,JOHOR,83200,KAMPUNG TANJUNG LABOH
,,SENGGARANG,JOHOR,83200,KUALA SENGGARANG
,,SENGGARANG,JOHOR,83200,PARIT AHMAD
,,SENGGARANG,JOHOR,83200,PARIT AMAN
,,SENGGARANG,JOHOR,83200,PARIT AMAT KORIS
,,SENGGARANG,JOHOR,83200,PARIT BAKONG
,,SENGGARANG,JOHOR,83200,PARIT BALAK
,,SENGGARANG,JOHOR,83200,PARIT BOTAK
,,SENGGARANG,JOHOR,83200,PARIT BUGIS
,,SENGGARANG,JOHOR,83200,PARIT HAILAM
,,SENGGARANG,JOHOR,83200,PARIT HAMID PARIT JABAR
,,SENGGARANG,JOHOR,83200,PARIT JABAR
,,SENGGARANG,JOHOR,83200,PARIT KADIR
,,SENGGARANG,JOHOR,83200,PARIT KASEH
,,SENGGARANG,JOHOR,83200,PARIT LAPIS BERONG
,,SENGGARANG,JOHOR,83200,PARIT LAPIS KADIR
,,SENGGARANG,JOHOR,83200,PARIT LAPIS MAHANG
,,SENGGARANG,JOHOR,83200,PARIT LAPIS SRI DALAM
,,SENGGARANG,JOHOR,83200,PARIT MAAMOR
,,SENGGARANG,JOHOR,83200,PARIT MAHANG
,,SENGGARANG,JOHOR,83200,PARIT PENGHULU ISMAIL
,,SENGGARANG,JOHOR,83200,PARIT PENGHULU KORIS
,,SENGGARANG,JOHOR,83200,PARIT PENGHULU
,,SENGGARANG,JOHOR,83200,PARIT PERMATANG
,,SENGGARANG,JOHOR,83200,PARIT RAJA LAUT
,,SENGGARANG,JOHOR,83200,PARIT RAJA
,,SENGGARANG,JOHOR,83200,PARIT SAIDI
,,SENGGARANG,JOHOR,83200,PARIT SERI DALAM
,,SENGGARANG,JOHOR,83200,PARIT SUNGAI LURUS PASIR LEBAR BARAT
,,SENGGARANG,JOHOR,83200,PARIT SUNGAI LURUS PASIR LEBAR TIMUR
,,SENGGARANG,JOHOR,83200,PARIT TARIMAN
,,SENGGARANG,JOHOR,83200,PARIT TERUS
,,SENGGARANG,JOHOR,83200,PEKAN KELICHAP
,,SENGGARANG,JOHOR,83200,SENGGARANG
,,SENGGARANG,JOHOR,83200,SERI MOLEK
,,SENGGARANG,JOHOR,83200,TAMAN ANIKA
,,SENGGARANG,JOHOR,83200,TAMAN BAHAGIA
,,SENGGARANG,JOHOR,83200,TAMAN BISTARI
,,SENGGARANG,JOHOR,83200,TAMAN JASA
,,SENGGARANG,JOHOR,83200,TAMAN NAGA UTAMA
,,SENGGARANG,JOHOR,83200,TAMAN NAGARIA 1
,,SENGGARANG,JOHOR,83200,TAMAN NAGARIA 2
,,SENGGARANG,JOHOR,83200,TAMAN NAGARIA 3
,,SENGGARANG,JOHOR,83200,TAMAN NAGARIA
,,SENGGARANG,JOHOR,83200,TAMAN SEBERANG BARAT
,,SENGGARANG,JOHOR,83200,TAMAN SENGGARANG 2
,,SENGGARANG,JOHOR,83200,TAMAN SENGGARANG DAMAI
,,SENGGARANG,JOHOR,83200,TAMAN SENGGARANG
,,SENGGARANG,JOHOR,83200,TAMAN SRI BAHAGIA
,,SENGGARANG,JOHOR,83200,TAMAN SRI CAHAYA
,,SENGGARANG,JOHOR,83200,TAMAN SRI MEWAH
,,SENGGARANG,JOHOR,83200,TAMAN SRI MURNI
,,SENGGARANG,JOHOR,83200,TAMAN SRI RAYA
,,SENGGARANG,JOHOR,83200,TAMAN SRI SENGGARANG DUA
,,SENGGARANG,JOHOR,83200,TAMAN SRI SENGGARANG
,,SENGGARANG,JOHOR,83200,TANJUNG LABOH ESTATE
,,SERI GADING,JOHOR,83300,BATU 5 JALAN KLUANG
,,SERI GADING,JOHOR,83300,BATU 6 1/2 JALAN KLUANG
,,SERI GADING,JOHOR,83300,BATU 6 JALAN KLUANG
,,SERI GADING,JOHOR,83300,BATU 7 JALAN KLUANG
,,SERI GADING,JOHOR,83300,BATU 9 JALAN KLUANG
,,SERI GADING,JOHOR,83300,KAMPUNG BARU
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT BENGKOK
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT BUDIN
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT BURAH
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT HAJI HASSAN
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT HAJI KHAMIS
,,SERI GADING,JOHOR,83300,KAMPUNG PARIT HAJI SALLEH
,,SERI GADING,JOHOR,83300,KAMPUNG PASIR PANJANG
,,SERI GADING,JOHOR,83300,KAMPUNG SENGKUANG
,,SERI GADING,JOHOR,83300,KAMPUNG SERI BENGKAL
,,SERI GADING,JOHOR,83300,KAMPUNG SRI GADING
,,SERI GADING,JOHOR,83300,KAMPUNG SRI TANJUNG
,,SERI GADING,JOHOR,83300,LORONG 2
,,SERI GADING,JOHOR,83300,LORONG 3
,,SERI GADING,JOHOR,83300,LORONG 4
,,SERI GADING,JOHOR,83300,LORONG 5
,,SERI GADING,JOHOR,83300,LORONG 6
,,SERI GADING,JOHOR,83300,LORONG 7
,,SERI GADING,JOHOR,83300,LORONG KAMPUNG CINA
,,SERI GADING,JOHOR,83300,LORONG SURAU
,,SERI GADING,JOHOR,83300,LORONG TAWAKAL
,,SERI GADING,JOHOR,83300,PARIT HAJI HASSAN
,,SERI GADING,JOHOR,83300,PARIT HAJI KAMIS
,,SERI GADING,JOHOR,83300,PEKAN SRI GADING
,,SERI GADING,JOHOR,83300,SERI GADING
,,SERI GADING,JOHOR,83300,TAMAN BAHAGIA BARU
,,SERI GADING,JOHOR,83300,TAMAN GADING JAYA
,,SERI GADING,JOHOR,83300,TAMAN GADING
,,SERI GADING,JOHOR,83300,TAMAN INDUSTRI
,,SERI GADING,JOHOR,83300,TAMAN MUTIARA
,,SERI GADING,JOHOR,83300,TAMAN PANCHOR JAYA
,,SRI GADING,JOHOR,83300,TAMAN PANCHOR RIANG
,,SERI GADING,JOHOR,83300,TAMAN PERI
,,SERI GADING,JOHOR,83300,TAMAN PERTAMA
,,SRI GADING,JOHOR,83300,TAMAN PURA KENCANA
,,SERI GADING,JOHOR,83300,TAMAN RIA
,,SERI GADING,JOHOR,83300,TAMAN SRI MUTIARA
,,SERI GADING,JOHOR,83300,TAMAN SRI PANCHOR
,,SERI MEDAN,JOHOR,83400,AIR PUTIH
,,SERI MEDAN,JOHOR,83400,BUKIT BETALING
,,SERI MEDAN,JOHOR,83400,FELCRA SRI WANGI
,,SRI MEDAN,JOHOR,83400,FELCRA SRI WANGI
,,SERI MEDAN,JOHOR,83400,JALAN AIR PUTIH
,,SERI MEDAN,JOHOR,83400,JALAN BESAR
,,SERI MEDAN,JOHOR,83400,JALAN LAPIS LIMA
,,SERI MEDAN,JOHOR,83400,JALAN SERI SEDAYU
,,SERI MEDAN,JOHOR,83400,KAMPUNG BUKIT BETALING
,,SERI MEDAN,JOHOR,83400,KAMPUNG SRI JASA
,,SERI MEDAN,JOHOR,83400,KAMPUNG SRI RAMONIA
,,SERI MEDAN,JOHOR,83400,PARIT BADAK
,,SERI MEDAN,JOHOR,83400,PARIT BAGAS
,,SERI MEDAN,JOHOR,83400,PARIT BARU
,,SERI MEDAN,JOHOR,83400,PARIT BASRI
,,SERI MEDAN,JOHOR,83400,PARIT HAJI AHMAD
,,SERI MEDAN,JOHOR,83400,PARIT HAJI ARIFF
,,SERI MEDAN,JOHOR,83400,PARIT HAJI KHALID
,,SERI MEDAN,JOHOR,83400,PARIT HAJI NOOR
,,SERI MEDAN,JOHOR,83400,PARIT HAJI YUSOF
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS 1
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS 3
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS 4
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS 6
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS 7
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS LAUT
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS LOMBONG
,,SERI MEDAN,JOHOR,83400,PARIT JAYOS
,,SERI MEDAN,JOHOR,83400,PARIT JAYUS LOMBONG
,,SERI MEDAN,JOHOR,83400,PARIT JAYUS
,,SERI MEDAN,JOHOR,83400,PARIT KARJAN
,,SERI MEDAN,JOHOR,83400,PARIT LAMAN BUKIT
,,SERI MEDAN,JOHOR,83400,PARIT LAMAN TEGAK
,,SERI MEDAN,JOHOR,83400,PARIT LAMAN
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS BANGAS
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS BASRI
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS LAMAN
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS LINTANG LAMAN
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS SIMIS
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS TERUS
,,SERI MEDAN,JOHOR,83400,PARIT LAPIS WARIJO
,,SERI MEDAN,JOHOR,83400,PARIT LINTANG WARIJO
,,SERI MEDAN,JOHOR,83400,PARIT RAHIBAN
,,SERI MEDAN,JOHOR,83400,PARIT RASHIDI
,,SERI MEDAN,JOHOR,83400,PARIT SERI DAYONG (1-19)
,,SERI MEDAN,JOHOR,83400,PARIT SIBO
,,SERI MEDAN,JOHOR,83400,PARIT SIMIS
,,SERI MEDAN,JOHOR,83400,PARIT SINGGAHAN 4
,,SERI MEDAN,JOHOR,83400,PARIT SINGGAHAN LUAR
,,SERI MEDAN,JOHOR,83400,PARIT SINGGAHAN
,,SERI MEDAN,JOHOR,83400,PARIT SRI DAYONG
,,SERI MEDAN,JOHOR,83400,PARIT SRI MENANTI
,,SERI MEDAN,JOHOR,83400,PARIT SRI PASIR
,,SERI MEDAN,JOHOR,83400,PARIT SRI RAMUNIA
,,SERI MEDAN,JOHOR,83400,PARIT SRI SEDAYU
,,SERI MEDAN,JOHOR,83400,PARIT TERUS LAMAN
,,SERI MEDAN,JOHOR,83400,PARIT TERUS
,,SERI MEDAN,JOHOR,83400,PARIT ULONG
,,SERI MEDAN,JOHOR,83400,PARIT WARIJO
,,SERI MEDAN,JOHOR,83400,SERI MEDAN
,,SERI MEDAN,JOHOR,83400,TAMAN JAYA
,,SERI MEDAN,JOHOR,83400,TAMAN MAS
,,SERI MEDAN,JOHOR,83400,TAMAN SRI MEDAN
,,PARIT SULONG,JOHOR,83500,BATU 1 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,BATU 18 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,BATU 19 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,BATU 2 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,BATU 3 KOLAM AYER
,,PARIT SULONG,JOHOR,83500,BATU 4 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,BATU 6 JALAN YONG PENG
,,PARIT SULONG,JOHOR,83500,JALAN AYER PUTIH
,,PARIT SULONG,JOHOR,83500,JALAN BATU PUTIH
,,PARIT SULONG,JOHOR,83500,JALAN MUAR BATU 20
,,PARIT SULONG,JOHOR,83500,JALAN MUAR BATU 23 - 30
,,PARIT SULONG,JOHOR,83500,JALAN PESERAI
,,PARIT SULONG,JOHOR,83500,KAMPUNG BARU MK 18
,,PARIT SULONG,JOHOR,83500,KAMPUNG BARU
,,PARIT SULONG,JOHOR,83500,KAMPUNG BATU 21
,,PARIT SULONG,JOHOR,83500,KAMPUNG BELUKAR CINA
,,PARIT SULONG,JOHOR,83500,KAMPUNG DALAM
,,PARIT SULONG,JOHOR,83500,KAMPUNG JALAN LOMBONG
,,PARIT SULONG,JOHOR,83500,KAMPUNG KOLAM AYER
,,PARIT SULONG,JOHOR,83500,KAMPUNG LUBOK LAUT
,,PARIT SULONG,JOHOR,83500,KAMPUNG LUBOK UTARA
,,PARIT SULONG,JOHOR,83500,KAMPUNG MD NOOR
,,PARIT SULONG,JOHOR,83500,KAMPUNG MELAYU MK 18
,,PARIT SULONG,JOHOR,83500,KAMPUNG MELAYU
,,PARIT SULONG,JOHOR,83500,KAMPUNG MOHD NOOR
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT JAWA
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT JIDIN
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT LAPIS LAMAN
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT LAPIS MAIMON
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT MUSTAFFA
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT PUASA
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT SENTANG
,,PARIT SULONG,JOHOR,83500,KAMPUNG PARIT TALIB
,,PARIT SULONG,JOHOR,83500,KAMPUNG SIMPANG TIGA
,,PARIT SULONG,JOHOR,83500,KAMPUNG SUNGAI JONG
,,PARIT SULONG,JOHOR,83500,KAMPUNG SUNGAI LONTOK
,,PARIT SULONG,JOHOR,83500,KAMPUNG SUNGAI NIBONG DARAT
,,PARIT SULONG,JOHOR,83500,KAMPUNG SUNGAI NIBONG
,,PARIT SULONG,JOHOR,83500,KAMPUNG ULU SEMERAH
,,PARIT SULONG,JOHOR,83500,KAMPUNGMELAYU MK 4
,,PARIT SULONG,JOHOR,83500,KANGKAR SENANGAR
,,PARIT SULONG,JOHOR,83500,LORONG BUKIT SENJATA
,,PARIT SULONG,JOHOR,83500,LORONG KAMPUNG HAJI DAHALAN
,,PARIT SULONG,JOHOR,83500,PARIT ABD HADI
,,PARIT SULONG,JOHOR,83500,PARIT ABD RAHMAN
,,PARIT SULONG,JOHOR,83500,PARIT ABDULLAH
,,PARIT SULONG,JOHOR,83500,PARIT ABOK
,,PARIT SULONG,JOHOR,83500,PARIT ARAB
,,PARIT SULONG,JOHOR,83500,PARIT BAGAN
,,PARIT SULONG,JOHOR,83500,PARIT BAKUT
,,PARIT SULONG,JOHOR,83500,PARIT BARU
,,PARIT SULONG,JOHOR,83500,PARIT BELUKAR CINA
,,PARIT SULONG,JOHOR,83500,PARIT BENU
,,PARIT SULONG,JOHOR,83500,PARIT BETONG
,,PARIT SULONG,JOHOR,83500,PARIT CHE MAT
,,PARIT SULONG,JOHOR,83500,PARIT GANTONG
,,PARIT SULONG,JOHOR,83500,PARIT GAUNG
,,PARIT SULONG,JOHOR,83500,PARIT HASSAN AHMAD 1
,,PARIT SULONG,JOHOR,83500,PARIT HASSAN AHMAD 2
,,PARIT SULONG,JOHOR,83500,PARIT JALIL
,,PARIT SULONG,JOHOR,83500,PARIT JAMBI
,,PARIT SULONG,JOHOR,83500,PARIT JAWA DARAT
,,PARIT SULONG,JOHOR,83500,PARIT JAWA LAUT
,,PARIT SULONG,JOHOR,83500,PARIT JAWA
,,PARIT SULONG,JOHOR,83500,PARIT JIDIN
,,PARIT SULONG,JOHOR,83500,PARIT JU
,,PARIT SULONG,JOHOR,83500,PARIT KARIM 1
,,PARIT SULONG,JOHOR,83500,PARIT KARIM 2
,,PARIT SULONG,JOHOR,83500,PARIT KARIM
,,PARIT SULONG,JOHOR,83500,PARIT KELANTAN
,,PARIT SULONG,JOHOR,83500,PARIT LAMAN
,,PARIT SULONG,JOHOR,83500,PARIT LAPIS LAMAN
,,PARIT SULONG,JOHOR,83500,PARIT LAPIS MAHSURI
,,PARIT SULONG,JOHOR,83500,PARIT LAPIS SIMPANG TIGA
,,PARIT SULONG,JOHOR,83500,PARIT LINTANG
,,PARIT SULONG,JOHOR,83500,PARIT LUBOK
,,PARIT SULONG,JOHOR,83500,PARIT MAIMUN
,,PARIT SULONG,JOHOR,83500,PARIT MANTAN
,,PARIT SULONG,JOHOR,83500,PARIT MOHAMAD
,,PARIT SULONG,JOHOR,83500,PARIT MUSTAPHA
,,PARIT SULONG,JOHOR,83500,PARIT OTHMAN DARAT
,,PARIT SULONG,JOHOR,83500,PARIT OTHMAN LAUT
,,PARIT SULONG,JOHOR,83500,PARIT OTHMAN
,,PARIT SULONG,JOHOR,83500,PARIT PENGHULU DARAT
,,PARIT SULONG,JOHOR,83500,PARIT PENGHULU LAUT
,,PARIT SULONG,JOHOR,83500,PARIT PENGHULU
,,PARIT SULONG,JOHOR,83500,PARIT PUASA
,,PARIT SULONG,JOHOR,83500,PARIT PULAI
,,PARIT SULONG,JOHOR,83500,PARIT RAJA AHMAD DARAT
,,PARIT SULONG,JOHOR,83500,PARIT RAJA AHMAD LAUT
,,PARIT SULONG,JOHOR,83500,PARIT RAJA AHMAD
,,PARIT SULONG,JOHOR,83500,PARIT SAUH
,,PARIT SULONG,JOHOR,83500,PARIT SEMERAH DARAT
,,PARIT SULONG,JOHOR,83500,PARIT SEMPADAN
,,PARIT SULONG,JOHOR,83500,PARIT SENTANG BATU
,,PARIT SULONG,JOHOR,83500,PARIT SULONG SIMPANG 3
,,PARIT SULONG,JOHOR,83500,PARIT SULONG
,,PARIT SULONG,JOHOR,83500,PARIT TALIB
,,PARIT SULONG,JOHOR,83500,PARIT TEGAK
,,PARIT SULONG,JOHOR,83500,PARIT TENGAH DALAM
,,PARIT SULONG,JOHOR,83500,PARIT TENGAH LUAR
,,PARIT SULONG,JOHOR,83500,PARIT ULU BAGAN
,,PARIT SULONG,JOHOR,83500,PARIT ULU SEMERAH
,,PARIT SULONG,JOHOR,83500,PARIT YUSOF LAUT
,,PARIT SULONG,JOHOR,83500,PARIT YUSOF
,,PARIT SULONG,JOHOR,83500,PARITTALIB
,,PARIT SULONG,JOHOR,83500,SIMPANG PESERAI
,,PARIT SULONG,JOHOR,83500,SIMPANG TIGA PARIT SULONG
,,PARIT SULONG,JOHOR,83500,SIMPANG TIGA
,,PARIT SULONG,JOHOR,83500,TAMAN BINTANG
,,PARIT SULONG,JOHOR,83500,TAMAN JAYA DIRI 1
,,PARIT SULONG,JOHOR,83500,TAMAN JAYA DIRI 2
,,PARIT SULONG,JOHOR,83500,TAMAN JAYA DIRI
,,PARIT SULONG,JOHOR,83500,TAMAN MELATI
,,PARIT SULONG,JOHOR,83500,TAMAN MUTIARA
,,PARIT SULONG,JOHOR,83500,TAMAN PERINDUSTRIAN SRI SULONG
,,PARIT SULONG,JOHOR,83500,TAMAN RAJA AHMAD 1
,,PARIT SULONG,JOHOR,83500,TAMAN RAJA AHMAD 2
,,PARIT SULONG,JOHOR,83500,TAMAN SENTANG JAYA
,,PARIT SULONG,JOHOR,83500,TAMAN SENTANG
,,PARIT SULONG,JOHOR,83500,TAMAN TERATAI
,,SEMERAH,JOHOR,83600,JALAN BUKIT MOR
,,SEMERAH,JOHOR,83600,JALAN SRI DALAM
,,SEMERAH,JOHOR,83600,JALAN TEPI SARANG BUAYA
,,SEMERAH,JOHOR,83600,KAMPUNG BALI
,,SEMERAH,JOHOR,83600,KAMPUNG LUBUK DARAT
,,SEMERAH,JOHOR,83600,KAMPUNG MELAYU
,,SEMERAH,JOHOR,83600,KAMPUNG SEMERAH DARAT
,,SEMERAH,JOHOR,83600,KAMPUNG SEMERAH LAUT
,,SEMERAH,JOHOR,83600,KAMPUNG SUNGAI NIBONG LUBOK TENGAH
,,SEMERAH,JOHOR,83600,KAMPUNG SUNGAI NIBONG
,,SEMERAH,JOHOR,83600,KAMPUNG TEMBAGA
,,SEMERAH,JOHOR,83600,KAMPUNG TENGAH LUBOK
,,SEMERAH,JOHOR,83600,KAMPUNG TENGAH
,,SEMERAH,JOHOR,83600,KAMPUNG TERENGGANU
,,SEMERAH,JOHOR,83600,LORONG HAJI HASSAN
,,SEMERAH,JOHOR,83600,PARIT AMAT NASUHA
,,SEMERAH,JOHOR,83600,PARIT BAJURI
,,SEMERAH,JOHOR,83600,PARIT BANGELAN
,,SEMERAH,JOHOR,83600,PARIT BENU
,,SEMERAH,JOHOR,83600,PARIT BISU DARAT
,,SEMERAH,JOHOR,83600,PARIT BISU
,,SEMERAH,JOHOR,83600,PARIT BUGIS
,,SEMERAH,JOHOR,83600,PARIT GANTONG
,,SEMERAH,JOHOR,83600,PARIT GUNTONG DARAT
,,SEMERAH,JOHOR,83600,PARIT GUNTONG DARATAN
,,SEMERAH,JOHOR,83600,PARIT GUNTONG
,,SEMERAH,JOHOR,83600,PARIT HAJI ABD AZIZ
,,SEMERAH,JOHOR,83600,PARIT HAJI SIRAT
,,SEMERAH,JOHOR,83600,PARIT IBRAHIM
,,SEMERAH,JOHOR,83600,PARIT KEMANG
,,SEMERAH,JOHOR,83600,PARIT KUDA LAUT
,,SEMERAH,JOHOR,83600,PARIT KUDA DARAT
,,SEMERAH,JOHOR,83600,PARIT KUDA
,,SEMERAH,JOHOR,83600,PARIT LATIFF
,,SEMERAH,JOHOR,83600,PARIT MASJID
,,SEMERAH,JOHOR,83600,PARIT NO 1
,,SEMERAH,JOHOR,83600,PARIT NO 10
,,SEMERAH,JOHOR,83600,PARIT NO 11
,,SEMERAH,JOHOR,83600,PARIT NO 12
,,SEMERAH,JOHOR,83600,PARIT NO 2
,,SEMERAH,JOHOR,83600,PARIT NO 3
,,SEMERAH,JOHOR,83600,PARIT NO 4
,,SEMERAH,JOHOR,83600,PARIT NO 5
,,SEMERAH,JOHOR,83600,PARIT NO 6
,,SEMERAH,JOHOR,83600,PARIT NO 7
,,SEMERAH,JOHOR,83600,PARIT NO 8
,,SEMERAH,JOHOR,83600,PARIT NO 9
,,SEMERAH,JOHOR,83600,PARIT PONOROGO
,,SEMERAH,JOHOR,83600,PARIT RESIK
,,SEMERAH,JOHOR,83600,PARIT SALAM
,,SEMERAH,JOHOR,83600,PARIT SANGIT DARAT
,,SEMERAH,JOHOR,83600,PARIT SANGIT LAUT
,,SEMERAH,JOHOR,83600,PARIT SANGIT
,,SEMERAH,JOHOR,83600,PARIT SEMPADAN
,,SEMERAH,JOHOR,83600,PARIT SERONG
,,SEMERAH,JOHOR,83600,PARIT SIDEK
,,SEMERAH,JOHOR,83600,PARIT SIMIN
,,SEMERAH,JOHOR,83600,PARIT SUBARI
,,SEMERAH,JOHOR,83600,PARIT YUSOF DARAT
,,SEMERAH,JOHOR,83600,PEKAN PARIT YUSOF
,,SEMERAH,JOHOR,83600,PEKAN SUNGAI BALANG
,,SEMERAH,JOHOR,83600,SARANG BUAYA DARAT
,,SEMERAH,JOHOR,83600,SARANG BUAYA LAUT
,,SEMERAH,JOHOR,83600,SARANG BUAYA
,,SEMERAH,JOHOR,83600,SEMERAH
,,SEMERAH,JOHOR,83600,SUNGAI BALANG BESAR
,,SEMERAH,JOHOR,83600,SUNGAI BALANG DARAT
,,SEMERAH,JOHOR,83600,SUNGAI BALANG KECIL
,,SEMERAH,JOHOR,83600,SUNGAI BALANG
,,SEMERAH,JOHOR,83600,SUNGAI BELUKANG LAUT
,,SEMERAH,JOHOR,83600,SUNGAI BELUKANG
,,SEMERAH,JOHOR,83600,SUNGAI GERISEK DARAT
,,SEMERAH,JOHOR,83600,SUNGAI GERISEK LAUT
,,SEMERAH,JOHOR,83600,SUNGAI GERSIK
,,SEMERAH,JOHOR,83600,SUNGAI KELAT DARAT
,,SEMERAH,JOHOR,83600,SUNGAI KELAT LAUT
,,SEMERAH,JOHOR,83600,SUNGAI KELAT
,,SEMERAH,JOHOR,83600,SUNGAI KEMUDI LAUT
,,SEMERAH,JOHOR,83600,SUNGAI KEMUDI
,,SEMERAH,JOHOR,83600,SUNGAI MUDA DARAT
,,SEMERAH,JOHOR,83600,SUNGAI MUDA LAUT
,,SEMERAH,JOHOR,83600,SUNGAI MUDA
,,SEMERAH,JOHOR,83600,SUNGAI NIBONG
,,SEMERAH,JOHOR,83600,SUNGAI SARANG BUAYA
,,SEMERAH,JOHOR,83600,SUNGAI SUDAH DARAT
,,SEMERAH,JOHOR,83600,SUNGAI SUDAH LAUT
,,SEMERAH,JOHOR,83600,SUNGAI SUDAH
,,SEMERAH,JOHOR,83600,TAMAN SAMUDERA
,,SEMERAH,JOHOR,83600,TAMAN SEMERAH
,,SEMERAH,JOHOR,83600,TAMAN TERATAI
,,YONG PENG,JOHOR,83700,BANGUNAN MARA
,,YONG PENG,JOHOR,83700,BUKIT CIKU
,,YONG PENG,JOHOR,83700,JALAN ANN MOH SAM
,,YONG PENG,JOHOR,83700,JALAN ANN PENG
,,YONG PENG,JOHOR,83700,JALAN AYER HITAM YONG PENG
,,YONG PENG,JOHOR,83700,JALAN BESAR
,,YONG PENG,JOHOR,83700,JALAN ING CHONG SAM
,,YONG PENG,JOHOR,83700,JALAN KIT SIONG
,,YONG PENG,JOHOR,83700,JALAN LIM EE GOH
,,YONG PENG,JOHOR,83700,JALAN MASJID
,,YONG PENG,JOHOR,83700,JALAN MENG SENG
,,YONG PENG,JOHOR,83700,JALAN MUAR
,,YONG PENG,JOHOR,83700,JALAN MUHIBBAH
,,YONG PENG,JOHOR,83700,JALAN SEKOLAH CINA
,,YONG PENG,JOHOR,83700,JALAN TEMPLER
,,YONG PENG,JOHOR,83700,JALAN TENTERAM
,,YONG PENG,JOHOR,83700,JALAN YONG PENG
,,YONG PENG,JOHOR,83700,JALANLABIS HINGGA KM 8
,,YONG PENG,JOHOR,83700,KAMPUNG DESA JAYA
,,YONG PENG,JOHOR,83700,KAMPUNG BAHARU
,,YONG PENG,JOHOR,83700,KAMPUNG BARU LAM LEE
,,YONG PENG,JOHOR,83700,KAMPUNG BARU MUKIM 7
,,YONG PENG,JOHOR,83700,KAMPUNG BUKIT JAMBU
,,YONG PENG,JOHOR,83700,KAMPUNG BUKIT JANTAN
,,YONG PENG,JOHOR,83700,KAMPUNG BUKIT SRI WANGI
,,YONG PENG,JOHOR,83700,KAMPUNG HAJI GAFFAR
,,YONG PENG,JOHOR,83700,KAMPUNG HAJI GHAFFAR
,,YONG PENG,JOHOR,83700,KAMPUNG MELAYU
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT ANDIN
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT AWANG DARAT
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT AWANG
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT AWANGLAUT
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT BAYUMAS
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT HAJI ISMAIL
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT HAJI YUSOF
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT LINTANG
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT SENAH
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT TENGAH
,,YONG PENG,JOHOR,83700,KAMPUNG PARIT YUSOF
,,YONG PENG,JOHOR,83700,KAMPUNG PAYA
,,YONG PENG,JOHOR,83700,KAMPUNG SENG LEK
,,YONG PENG,JOHOR,83700,KAMPUNG SRI WANGI
,,YONG PENG,JOHOR,83700,KAMPUNG TEMEHEL
,,YONG PENG,JOHOR,83700,KAMPUNG TENGAH (PARIT YAANI)
,,YONG PENG,JOHOR,83700,KAMPUNG DESA JAYA
,,YONG PENG,JOHOR,83700,KANGKAR BARU
,,YONG PENG,JOHOR,83700,LAM LEE
,,YONG PENG,JOHOR,83700,LORONG 1
,,YONG PENG,JOHOR,83700,LORONG 2
,,YONG PENG,JOHOR,83700,LORONG 3
,,YONG PENG,JOHOR,83700,PARIT AMIL
,,YONG PENG,JOHOR,83700,PARIT ANDIN 1
,,YONG PENG,JOHOR,83700,PARIT ANDIN 2
,,YONG PENG,JOHOR,83700,PARIT ANDIN 3
