id,NEGERI,PPD,Peringkat,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,PKHAS,longitude,latitude
5840,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2018,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA TELOK KEMANG,"BATU 7, JALAN PANTAI, TELOK KEMANG",71050,SI RUSA,66627633,66627633,NBC2018@moe.edu.my,Luar Bandar,SBK,129,16,TIADA,TIADA,101.857,2.46183
5841,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2019,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,JALAN BESAR PASIR PANJANG,71250,PASIR PANJANG,66619475,66619475,NBC2019@moe.edu.my,Luar Bandar,SBK,110,16,TIADA,TIADA,101.933,2.42789
5842,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2020,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG PIN,"KM3, JALAN BESAR LINGGI",71150,LINGGI,66979880,66979880,NBC2020@moe.edu.my,Luar Bandar,SBK,48,11,TIADA,TIADA,102.003578,2.494036
5843,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2021,SEKOLAH JENIS KEBANGSAAN (CINA) YIK CHIAO,PEKAN BUKIT PELANDOK,71960,SEREMBAN,66672022,66674793,NBC2021@moe.edu.my,Luar Bandar,SBK,229,26,TIADA,ADA,101.743,2.64646
5844,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2022,SEKOLAH JENIS KEBANGSAAN (CINA) CHUAH,WAKIL POS CHUAH,71960,PORT DICKSON,66582913,66582913,NBC2022@moe.edu.my,Luar Bandar,SK,51,13,ADA,TIADA,101.753708,2.610236
5845,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2023,SEKOLAH JENIS KEBANGSAAN (CINA) YIK HWA,"KM 43, JALAN PORT DICKSON, PENGKALAN KEMPAS",71150,LINGGI,66970143,66970143,NBC2023@moe.edu.my,Luar Bandar,SBK,49,11,TIADA,TIADA,102.016,2.44912
5846,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2024,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU SG NIPAH,CHUAH,71960,SEREMBAN,66583286,66583286,NBC2024@moe.edu.my,Luar Bandar,SK,72,11,ADA,TIADA,101.746,2.62571
5847,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2025,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU TANAH MERAH 'A',KM 25 JALAN PD KG BARU TANAH MERAH SITE A,43900,PORT DICKSON,66674115,66674115,NBC2025@moe.edu.my,Luar Bandar,SK,126,11,TIADA,TIADA,101.759,2.67784
5848,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2026,SEKOLAH JENIS KEBANGSAAN (CINA) TANAH MERAH SITE C,KAMPUNG TANAH MERAH SITE C,71960,BKT PELANDOK,66582408,66582408,NBC2026@moe.edu.my,Luar Bandar,SK,117,17,ADA,TIADA,101.803706,2.614089
5849,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2028,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG SUA BETONG,"KM 22 JLN LINGGI, LADANG SUA BETONG, SI RUSA",71000,PORT DICKSON,66930566,66930566,NBC2028@moe.edu.my,Luar Bandar,SK,36,11,TIADA,TIADA,101.91,2.5012
5850,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2029,SEKOLAH JENIS KEBANGSAAN (CINA) ST LEONARDS,LADANG PORT DICKSON LUKUT,71000,PORT DICKSON,66476227,66476227,NBC2029@moe.edu.my,Luar Bandar,SBK,170,16,TIADA,TIADA,101.833419,2.516858
5851,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2030,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG SILIAU,"KM 8 JALAN RANTAU, SILIAU",71100,SILIAU,66946532,66946532,NBC2030@moe.edu.my,Luar Bandar,SBK,38,9,TIADA,TIADA,101.910956,2.578722
5852,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2031,SEKOLAH JENIS KEBANGSAAN (CINA) BRADWALL,KUALA LUKUT,71010,PORT DICKSON,66515850,66512463,NBC2031@moe.edu.my,Luar Bandar,SBK,227,17,TIADA,TIADA,101.918,2.56145
5853,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (C),NBC2033,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SPRINGHILL,BANDAR SPRINGHILL,71010,LUKUT,66930907,66515103,NBC2033@moe.edu.my,Luar Bandar,SBK,141,13,TIADA,TIADA,101.861,2.59821
5854,NEGERI SEMBILAN,PPD REMBAU,Rendah,Jenis Kebangsaan (C),NBC3027,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HUA REMBAU,JALAN DATO' ABDULLAH,71300,REMBAU,66857678,66857678,NBC3027@moe.edu.my,Bandar,SK,92,17,ADA,TIADA,102.095886,2.588966
5855,NEGERI SEMBILAN,PPD REMBAU,Rendah,Jenis Kebangsaan (C),NBC3028,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA PEDAS,KM 0.5 JALAN KUNDOR,71400,PEDAS,66855400,66855400,NBC3028@moe.edu.my,Luar Bandar,SBK,40,12,TIADA,TIADA,102.059,2.61677
5856,NEGERI SEMBILAN,PPD REMBAU,Rendah,Jenis Kebangsaan (C),NBC3029,SEKOLAH JENIS KEBANGSAAN (CINA) PEI TECK KOTA,KM 14 JALAN SEREMBAN TAMPIN,71350,KOTA,64381779,64381779,NBC3029@moe.edu.my,Luar Bandar,SBK,43,11,TIADA,TIADA,102.158,2.5222
5857,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4042,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,KM 3 JALAN TUANKU MUNAWIR,70000,SEREMBAN,67612735,67618462,NBC4042@moe.edu.my,Bandar,SBK,714,47,TIADA,TIADA,101.935,2.73087
5858,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4043,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,JALAN TEMIANG,70200,SEREMBAN,67630109,67630109,NBC4043@moe.edu.my,Bandar,SBK,320,25,TIADA,TIADA,101.938,2.73667
5859,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4044,SEKOLAH JENIS KEBANGSAAN (CINA) CHAN WA,46 JALAN TAN SRI MANICKAVASAGAM,70200,SEREMBAN,67612971,67648670,NBC4044@moe.edu.my,Bandar,SBK,449,34,TIADA,TIADA,101.931,2.73273
5860,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4045,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MIN,20 OFF JALAN LEE SAM,70000,SEREMBAN,67624327,67624327,NBC4045@moe.edu.my,Bandar,SBK,242,25,TIADA,ADA,101.934508,2.727542
5861,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4046,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,JALAN TUN DR ISMAIL,70200,SEREMBAN,67612076,67624996,NBC4046@moe.edu.my,Bandar,SBK,639,41,TIADA,TIADA,101.929,2.73773
5862,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4047,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN,JALAN TUN DR ISMAIL,70200,SEREMBAN,67624913,67624913,NBC4047@moe.edu.my,Bandar,SBK,345,28,TIADA,TIADA,101.930298,2.737629
5863,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4048,SEKOLAH JENIS KEBANGSAAN (CINA) SINO ENGLISH,JALAN LEE SAM,70000,SEREMBAN,67626139,67672190,NBC4048@moe.edu.my,Bandar,SBK,303,22,TIADA,TIADA,101.935,2.72397
5864,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4050,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HUA,JALAN TOK UNGKU,70100,SEREMBAN,66310488,66337989,NBC4050@moe.edu.my,Bandar,SK,958,62,TIADA,TIADA,101.954,2.69913
5865,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4051,SEKOLAH JENIS KEBANGSAAN (CINA) MA HWA KG. BARU RASAH,KAMPUNG BARU RASAH,70300,SEREMBAN,67620014,67620014,NBC4051@moe.edu.my,Bandar,SBK,356,30,TIADA,TIADA,101.934,2.69815
5866,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4052,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU RAHANG,KAMPUNG BARU RAHANG,70450,SEREMBAN,67613775,67620187,NBC4052@moe.edu.my,Bandar,SBK,356,31,TIADA,TIADA,101.960241,2.694852
5867,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4053,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,"KM 5,KG SERI SIKAMAT",70400,SEREMBAN,67638784,67638784,NBC4053@moe.edu.my,Bandar,SK,399,34,TIADA,TIADA,101.967,2.74577
5868,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4054,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU MAMBAU,KAMPUNG BARU MAMBAU,70300,SEREMBAN,66310615,66313859,NBC4054@moe.edu.my,Bandar,SK,645,47,TIADA,TIADA,101.9178,2.669445
5869,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4055,SEKOLAH JENIS KEBANGSAAN (CINA) HILLSIDE SEREMBAN,"BT 4, JALAN LABU",70200,SEREMBAN,67613641,67613641,NBC4055@moe.edu.my,Bandar,SBK,212,17,TIADA,TIADA,101.89571,2.725314
5870,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4056,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BT 8 LABU,BT 8 JALAN LABU,71900,SEREMBAN,67911019,67911019,NBC4056@moe.edu.my,Luar Bandar,SK,59,11,TIADA,TIADA,101.856481,2.74268
5871,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4057,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SHING,BATU10   PEKAN LABU,71900,LABU,67916042,67916042,NBC4057@moe.edu.my,Luar Bandar,SBK,51,11,TIADA,TIADA,101.823514,2.753642
5872,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4058,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN,KM 1  JALAN BESAR NILAI,71800,NILAI,67990793,67996016,NBC4058@moe.edu.my,Bandar,SK,426,36,ADA,TIADA,101.797825,2.802314
5873,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4059,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAROI,KM 9 KAMPUNG SERI PAROI  JALAN KUALA PILAH,70400,SEREMBAN,66775070,66778076,NBC4059@moe.edu.my,Bandar,SK,265,26,TIADA,TIADA,102.001,2.72346
5874,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4060,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PANTAI,KG BARU PANTAI KM12 JALAN SEREMBAN JELEBU,71770,SEREMBAN,67677960,67677960,NBC4060@moe.edu.my,Luar Bandar,SBK,33,12,TIADA,TIADA,102.000258,2.787001
5875,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4061,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,LOT 2043 BATU 9 1/2 JLN KUALA SAWAH,71200,RANTAU,66942866,66942866,NBC4061@moe.edu.my,Luar Bandar,SBK,76,11,TIADA,TIADA,101.948,2.62742
5876,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4062,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,BT 10 JALAN BESAR MANTIN,71700,MANTIN,67581775,67571579,NBC4062@moe.edu.my,Luar Bandar,SK,610,41,ADA,TIADA,101.894562,2.82627
5877,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4063,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,KAMPUNG  ATAP,71700,MANTIN,67571910,67584036,NBC4063@moe.edu.my,Luar Bandar,SK,198,18,TIADA,TIADA,101.898,2.82137
5878,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4064,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAJAM,KG. BARU PAJAM,71700,MANTIN,67583067,67582592,NBC4064@moe.edu.my,Luar Bandar,SK,76,13,ADA,TIADA,101.849147,2.842654
5879,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4065,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BROGA,KG.BARU BROGA,71750,LENGGENG,387611128,387611128,NBC4065@moe.edu.my,Luar Bandar,SBK,122,14,TIADA,TIADA,101.911606,2.937381
5880,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4066,SEKOLAH JENIS KEBANGSAAN (CINA) YU CHAI ULU BERANANG,KM 17 JALAN BESAR ULU BERANANG LENGGENG,71750,LENGGENG,387611298,387611298,NBC4066@moe.edu.my,Luar Bandar,SBK,83,11,TIADA,TIADA,101.928515,2.894527
5881,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4067,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA RANTAU,PEKAN RANTAU,71200,RANTAU,66941246,66941246,NBC4067@moe.edu.my,Luar Bandar,SBK,226,24,TIADA,TIADA,101.964,2.59245
5882,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4068,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG ULU KANCHONG,LADANG ULU KANCHONG,71200,RANTAU,66943887,66943887,NBC4068@moe.edu.my,Luar Bandar,SBK,4,6,TIADA,TIADA,102.001349,2.591969
5883,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4069,SEKOLAH JENIS KEBANGSAAN (CINA) KELPIN SEREMBAN,JALAN TOK UNGKU,70100,SEREMBAN,66332313,66332313,NBC4069@moe.edu.my,Bandar,SBK,636,44,TIADA,TIADA,101.940881,2.694587
5884,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4070,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG HUA,"PERSIARAN SAUJANA INDAH, SAUJANA INDAH, S2 HEIGHTS",70300,SEREMBAN,66720012,66720012,NBC4070@moe.edu.my,Bandar,SBK,891,48,TIADA,TIADA,101.888237,2.704956
5885,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4071,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI SALAK,TAMAN SEREMBAN JAYA,70450,SEREMBAN,66795729,66795732,NBC4071@moe.edu.my,Bandar,SBK,769,44,TIADA,TIADA,101.976951,2.67152
5886,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4072,SEKOLAH JENIS KEBANGSAAN (CINA) PUTRA NILAI,NO 5 PERSIARAN UNIVERSITI PUTRA NILAI,71800,NILAI,TIADA,TIADA,NBC4072@moe.edu.my,Bandar,SBK,531,30,TIADA,TIADA,101.77263,2.8259
5887,NEGERI SEMBILAN,PPD SEREMBAN,Rendah,Jenis Kebangsaan (C),NBC4073,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SRI SENDAYAN,Persiaran Nusari 1,71950,Bandar Sri Sendayan,67922881,TIADA,NBC4073@moe.edu.my,Luar Bandar,SBK,138,15,TIADA,TIADA,102.222,2.78732
5888,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5020,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TAMPIN,JALAN BESAR TAMPIN,73000,TAMPIN,64415142,64415142,NBC5020@moe.edu.my,Bandar,SBK,498,37,TIADA,TIADA,102.232,2.46726
5889,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5021,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU TAMPIN,KG. BARU TAMPIN,73000,TAMPIN,64416435,64416435,NBC5021@moe.edu.my,Bandar,SK,434,33,TIADA,TIADA,102.23,2.47779
5890,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5022,SEKOLAH JENIS KEBANGSAAN (CINA) KUO MIN GEMAS,PEKAN GEMAS,73400,GEMAS,79482367,79482367,NBC5022@moe.edu.my,Bandar,SK,163,19,ADA,ADA,102.61,2.58269
5891,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5023,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU GEMAS,KAMPUNG BARU GEMAS,73400,GEMAS,79485195,79485195,NBC5023@moe.edu.my,Bandar,SK,107,12,TIADA,TIADA,102.621,2.58513
5892,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5024,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN GEMENCHEH,JALAN GEMENCHEH LAMA,73200,GEMENCHEH,64319050,64319050,NBC5024@moe.edu.my,Luar Bandar,SBK,220,25,TIADA,TIADA,102.396,2.53506
5893,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5025,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU GEDOK,KAMPUNG BARU GEDOK,73200,GEMENCHEH,64318051,64318051,NBC5025@moe.edu.my,Luar Bandar,SK,102,16,ADA,TIADA,102.422,2.54804
5894,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5026,SEKOLAH JENIS KEBANGSAAN (CINA) AIR KUNING SELATAN,KG. BARU AIR KUNING SELATAN,73200,GEMENCHEH,64478481,64478481,NBC5026@moe.edu.my,Luar Bandar,SK,57,16,ADA,TIADA,102.479,2.50841
5895,NEGERI SEMBILAN,PPD TAMPIN,Rendah,Jenis Kebangsaan (C),NBC5027,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG REGENT,LADANG REGENT,73200,GEMENCHEH,64319402,64319402,NBC5027@moe.edu.my,Luar Bandar,SBK,23,11,TIADA,TIADA,102.403,2.51341
5896,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6001,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SIN,BATU KIKIR,72200,BATU KIKIR,64984120,64984120,NBC6001@moe.edu.my,Luar Bandar,SK,33,12,TIADA,TIADA,102.316,2.82352
5897,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6002,SEKOLAH JENIS KEBANGSAAN (CINA) CHI WEN,PEKAN BAHAU,72100,BAHAU,64541277,64540979,NBC6002@moe.edu.my,Bandar,SK,618,41,TIADA,TIADA,102.403,2.8093
5898,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6003,SEKOLAH JENIS KEBANGSAAN (CINA) BAHAU,"KM2, JALAN KUALA PILAH",72100,BAHAU,64541353,64541710,NBC6003@moe.edu.my,Bandar,SK,568,39,TIADA,TIADA,102.392006,2.807308
5899,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6004,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,KAMPUNG GEDDES,72120,BANDAR SERI JEMPOL,64611400,64611400,NBC6004@moe.edu.my,Luar Bandar,SBK,103,16,TIADA,TIADA,102.517,2.85761
5900,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6005,SEKOLAH JENIS KEBANGSAAN (CINA) KG MAHSAN,KG.BARU MAHSAN,72100,BAHAU,64543918,64543918,NBC6005@moe.edu.my,Luar Bandar,SK,224,33,ADA,ADA,102.409,2.8293
5901,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6006,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA AIR HITAM,KG. SERI AIR HITAM,72120,BANDAR SERI JEMPOL,64676075,64676075,NBC6006@moe.edu.my,Luar Bandar,SBK,56,11,TIADA,TIADA,102.377,2.92662
5902,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6008,SEKOLAH JENIS KEBANGSAAN (CINA) MIDDLETON,"JALAN PUTERI 34, TAMAN DESA PUTERI",72100,BAHAU,64542018,64542016,NBC6008@moe.edu.my,Bandar,SBK,95,12,TIADA,TIADA,102.421,2.783
5903,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (C),NBC6009,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SAN,KM 1 JALAN BATANG JELAI,73500,ROMPIN,64576228,64576207,NBC6009@moe.edu.my,Luar Bandar,SBK,50,10,TIADA,TIADA,102.5004,2.705914
5904,NEGERI SEMBILAN,PPD JEMPOL/JELEBU,Rendah,Jenis Kebangsaan (T),NBD0024,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG PERTANG,LADANG PERTANG,72300,SIMPANG PERTANG,64929764,64929764,NBD0024@moe.edu.my,Luar Bandar,SBK,60,15,TIADA,TIADA,102.254,2.97102
5905,NEGERI SEMBILAN,PPD KUALA PILAH,Rendah,Jenis Kebangsaan (T),NBD1066,SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA PILAH,JALAN BURHANUDIN KUALA PILAH,72000,KUALA PILAH,64841546,64810578,NBD1066@moe.edu.my,Bandar,SK,118,16,ADA,TIADA,102.24871,2.735858
5906,NEGERI SEMBILAN,PPD KUALA PILAH,Rendah,Jenis Kebangsaan (T),NBD1067,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG JUASSEH,KM 12 JALAN JUASSEH,72000,KUALA PILAH,64981984,64982479,NBD1067@moe.edu.my,Luar Bandar,SBK,37,11,TIADA,TIADA,102.302477,2.793553
5907,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2034,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,JALAN DATO K.PATHMANABAN,71000,PORT DICKSON,66473442,66473442,NBD2034@moe.edu.my,Bandar,SK,334,31,ADA,ADA,101.795314,2.526972
5908,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2035,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG ST LEONARD,"BATU 2, JALAN PANTAI, TAMAN PD UTAMA",71000,PORT DICKSON,66470641,66470641,NBD2035@moe.edu.my,Luar Bandar,SBK,50,12,TIADA,TIADA,101.833697,2.516839
5909,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2037,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SENDAYAN,KM 18 JALAN PORT DICKSON,71010,LUKUT,66516385,66516385,NBD2037@moe.edu.my,Luar Bandar,SBK,49,12,TIADA,TIADA,101.868,2.59725
5910,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2038,SEKOLAH JENIS KEBANGSAAN (TAMIL) KEM ASKAR MELAYU,"BT.4, JLN SUA BETONG",71050,PORT DICKSON,66463870,66463870,NBD2038@moe.edu.my,Luar Bandar,SK,66,12,TIADA,TIADA,101.850369,2.489483
5911,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2039,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SENGKANG,BT.18 LADANG SENGKANG PASIR PANJANG,71250,PORT DICKSON,66610488,66610488,NBD2039@moe.edu.my,Luar Bandar,SBK,63,10,TIADA,TIADA,101.967872,2.442172
5912,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2040,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG SUNGALA,"BATU 6, JALAN PANTAI, LADANG SUNGALA",71050,SIRUSA,66626733,66626733,NBD2040@moe.edu.my,Luar Bandar,SBK,39,10,TIADA,TIADA,101.880381,2.469992
5913,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2041,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG SUA BETONG,"KM 22 JLN LINGGI, LADANG SUA BETONG, SI RUSA",71050,PORT DICKSON,66930852,66930852,NBD2041@moe.edu.my,Luar Bandar,SK,24,10,TIADA,TIADA,101.9099,2.500803
5914,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2042,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TANAH MERAH,,71010,LUKUT,66672005,66672005,NBD2042@moe.edu.my,Luar Bandar,SBK,107,16,TIADA,TIADA,101.785147,2.646797
5915,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2043,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ATHERTON,LADANG SALAK,71100,SILIAU,66934320,66934320,NBD2043@moe.edu.my,Luar Bandar,SBK,20,10,TIADA,TIADA,101.893869,2.581353
5916,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2044,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG BRADWALL,"SILIAU, PORT DICKSON",71100,SILIAU,66942134,66942134,NBD2044@moe.edu.my,Luar Bandar,SBK,29,11,TIADA,TIADA,101.917653,2.561097
5917,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2045,SEKOLAH JENIS KEBANGSAAN (TAMIL) BANDAR SPRING HILL,"KM 16 JALAN SEREMBAN,BANDAR SPRINGHILL",71010,LUKUT,66513358,66512208,NBD2045@moe.edu.my,Luar Bandar,SBK,245,26,TIADA,ADA,101.870117,2.606033
5918,NEGERI SEMBILAN,PPD PORT DICKSON,Rendah,Jenis Kebangsaan (T),NBD2046,SEKOLAH JENIS KEBANGSAAN (TAMIL) SUNGAI SALAK,"KM 9 JALAN SEREMBAN, LUKUT, PORT DICKSON",71010,LUKUT,66511105,66511105,NBD2046@moe.edu.my,Luar Bandar,SK,164,15,ADA,TIADA,101.837669,2.575067
